name,rest_type
Urban Solace - Caf̩ for the Soul,Casual Dining
Matsuri - The Chancery Hotel,Casual Dining
Matsuri - The Chancery Hotel,Bar
Utse Kitchen,Casual Dining
EatWater,Casual Dining
EatWater,Bar
Kabab Korner,Casual Dining
The Flying Squirrel,Cafe
Imperial Restaurant,Casual Dining
The Bengaluru Brasserie - Hyatt Centric MG Road,Casual Dining
Marzipan @ The Bohemian House,Cafe
Citrus Cafe - Lemon Tree Premier,Casual Dining
Dakshin Restaurant,Casual Dining
Ayda Persian Kitchen,Casual Dining
The Souk,Cafe
Lotus Pavilion - ITC Gardenia,Fine Dining
The Egg Factory,Casual Dining
Fusion Lounge,Lounge
Nossa Goa,Casual Dining
Chugg,Pub
The Good Grain,Casual Dining
New Hilal Restaurant,Casual Dining
Trick Or Treat,Cafe
Cafe Cassia& Deli,Casual Dining
Cafe Cassia& Deli,Cafe
Scottish Pub,Bar
Palmgrove,Casual Dining
OCEA HOTEL,Casual Dining
Tasting Room - Bengaluru Oota Company,Casual Dining
Taj Hotel,Casual Dining
Maravanthe,Casual Dining
Parika Multicuisine Restaurant,Casual Dining
MTR 1924,Quick Bites
Thai House,Casual Dining
Kaulige Millet Corner,Quick Bites
Sagar Delicacy,Casual Dining
ThrowBack - Pub & Dine,Bar
ThrowBack - Pub & Dine,Casual Dining
The Blackboard Bakery,Cafe
The Blackboard Bakery,Bakery
Al Noor,Quick Bites
Kamat Hotel,Casual Dining
Cafe Treat - The Pride Hotel,Casual Dining
Woody's,Casual Dining
Little Chef,Casual Dining
Fatso's,Cafe
Fresh Pressery Cafe,Cafe
Fresh Pressery Cafe,Quick Bites
South Parade - The Chancery Hotel,Casual Dining
South Parade - The Chancery Hotel,Bar
Downtown,Pub
The Lobby Lounge - The Ritz-Carlton,Casual Dining
The Ritz-Carlton Bar - The Ritz-Carlton,Lounge
Sphyre - Gateway Hotel,Lounge
The Caf̩ @ Saanchi,Cafe
Slounge - Lemon Tree Premier,Lounge
The Chariot,Quick Bites
Tewari Bros Mithai Shoppie,Sweet Shop
A2B - Adyar Ananda Bhavan,Casual Dining
Yak's Kitchen,Quick Bites
The Adukkala Restaurant,Casual Dining
Atomic Lab,Casual Dining
Atomic Lab,Bar
Moto Store & Caf̩,Cafe
Tata Cha,Beverage Shop
Tata Cha,Cafe
Bar UNO - JW Marriott Bengaluru,Lounge
Saatvikk,Casual Dining
Sidewalk Cafe - Nahar's Heritage Hotel,Casual Dining
Haldiram's Express,Kiosk
Kabab Magic,Quick Bites
Curry with a 'K' - St. Mark's Hotel,Casual Dining
Shaadi Ki Biryani,Casual Dining
Halli Oota,Casual Dining
Driven Cafe,Cafe
In Wok,Casual Dining
Xian,Casual Dining
Chaithanya Delicacy,Casual Dining
Beijing Bites,Casual Dining
China South,Casual Dining
Pind Balluchi,Casual Dining
Gobble Up Churros Cafe,Casual Dining
Liquid Lounge - Hyatt Centric MG Road,Lounge
Retro Lounge Bar,Bar
The Lobby Brew - Conrad Bengaluru,Cafe
Northern Gate- Gateway Hotel,Casual Dining
Cafe @ Elanza,Casual Dining
Cafe @ Elanza,Cafe
Cafe 22,Cafe
Tempura Restaurant,Casual Dining
Desi Deck,Casual Dining
Desi Deck,Bar
The Hub - Ibis Hotel,Bar
No 10 Fort Cochin,Casual Dining
Chai Point,Beverage Shop
Chai Point,Quick Bites
The Jungle Terrace,Casual Dining
MoXa Bistro,Casual Dining
70 Brigade - Iris Hotel,Casual Dining
Cafe Cerrise,Cafe
Flame Pub & Restaurant - Brigade Garden,Bar
Flame Pub & Restaurant - Brigade Garden,Casual Dining
Jaisalmer,Casual Dining
Hashtag Cafe,Cafe
Sunehri,Casual Dining
Page 3 Multicuisine Restaurant & Bar,Bar
Masala Kitchen,Casual Dining
Kadamba Foodline,Quick Bites
Ottimo - ITC Gardenia,Fine Dining
Hotel Shangrila,Casual Dining
Nawab's Kolkatta Roll,Kiosk
Shan Restaurant,Quick Bites
Hatti Punjab Di,Casual Dining
Stir Fry,Casual Dining
MM Bar & Restaurant,Bar
Coco Grove Beer Cafe,Casual Dining
Funjabi,Casual Dining
AM Biryani Junction,Quick Bites
Manhattan,Bar
Mehendi,Casual Dining
Baahubelly,Casual Dining
Smokie Brownie,Cafe
Gowdara Naati Mane,Casual Dining
Nandhini Paradise,Casual Dining
Nandhini Paradise,Bar
The Lounge - The Chancery Pavilion,Casual Dining
Alibi - Maya International Hotel,Casual Dining
Monarch,Casual Dining
Hotel Green Tara,Casual Dining
Mughals Restaurant,Casual Dining
Norsha Caffe,Cafe
No 10 Fort Cochin,Casual Dining
By Chance,Pub
By Chance,Casual Dining
Murugan Mess,Mess
Luscious - St. Mark's Hotel,Lounge
Spice It,Casual Dining
Lifetree Caf̩,Casual Dining
Petoo,Casual Dining
Taste Of Kerala,Casual Dining
The Charlton Bar,Bar
New Kohinoor Hotel,Casual Dining
Amnesia - The Poolside Bar,Casual Dining
Amnesia - The Poolside Bar,Bar
Lotus Royal Cuisine,Casual Dining
Grill 99 - The Ritz-Carlton,Fine Dining
Green Paprika,Casual Dining
The Bao Belly,Cafe
Bhartiya Jalpan,Casual Dining
Malabar Kitchen,Quick Bites
Vinny's,Casual Dining
Soul City,Casual Dining
Ozaa,Casual Dining
Wangs Kitchen,Casual Dining
C Sharp Kitchen,Casual Dining
Eatato Snack Bar,Quick Bites
Casa Express,Quick Bites
Bon Sante,Cafe
Meenu Oota Da Maane,Casual Dining
Kamat's Palate Korner,Casual Dining
Glen's Bakehouse,Bakery
Glen's Bakehouse,Cafe
Dunkin' Donuts,Quick Bites
Dunkin' Donuts,Dessert Parlor
Airlines Hotel,Quick Bites
Siddiqu Kabab Center,Quick Bites
Khazana Food Paradise,Quick Bites
Bhagatram Sweets,Quick Bites
Mandarin Box,Quick Bites
CAMP TANDOOR,Quick Bites
Indian Coffee House,Quick Bites
Amritsari Kulcha Bite,Quick Bites
99 Pancakes,Dessert Parlor
Taco Bell,Quick Bites
eat.fit,Quick Bites
Leon Grill,Quick Bites
Kentacky Chicken Corner,Quick Bites
Indian Spice Food,Quick Bites
Northern Route,Quick Bites
Juice Junction,Quick Bites
Shanthi Sagar,Quick Bites
Hatti Kaapi,Quick Bites
Amdo's Corner Tibetan Foods,Quick Bites
KFC,Quick Bites
The Chocolate Heaven,Dessert Parlor
The Chocolate Heaven,Cafe
Indian Chicken Biryani Point,Quick Bites
Sri Saravana Bhavan,Quick Bites
Koshy's,Bakery
Koshy's,Quick Bites
Hotel Fanoos,Quick Bites
Little White Kitchen,Quick Bites
Haji Ali Juice Centre,Quick Bites
Haji Ali Juice Centre,Beverage Shop
New Taj,Quick Bites
The Wok Shop,Quick Bites
Sri Udupi Park,Quick Bites
Hotel Dil Coorg,Quick Bites
Kabab Souq,Quick Bites
Shahi Family Restaurant,Quick Bites
Desi Vdesi,Quick Bites
Chickpet Donne Biryani House,Quick Bites
KKR FOODIES,Quick Bites
Munchies,Quick Bites
Munchies,Bakery
Vishnu Sagar,Quick Bites
Taste Of Tibet,Quick Bites
SGS Non Veg - Gundu Pulav,Quick Bites
Masala Oota,Quick Bites
New Alameen Restaurant,Quick Bites
Shawarma Time,Quick Bites
Fatima Bakery,Bakery
Fatima Bakery,Quick Bites
Ramji Chaiwale,Quick Bites
Shivajinagar Gardi Ustad Pehlwan Kale Bhai Biryani,Quick Bites
Mel's Korner,Quick Bites
Deccan Spices,Quick Bites
Yomama!!,Quick Bites
Paratha Xpress,Quick Bites
Donne Biryani House,Quick Bites
Kabab Nation Corner,Quick Bites
Shilpa Veg,Quick Bites
New Udupi Upahar,Quick Bites
Subway,Quick Bites
Aaha Andhra,Food Court
Kerala Kitchen,Quick Bites
Donne Biriyani Mane,Quick Bites
Platter,Quick Bites
Tayabbs,Quick Bites
Kaati Zone,Quick Bites
Allana Kabab,Quick Bites
Five Star Chicken,Quick Bites
Firewood Biryani,Quick Bites
Hotel Metropole,Quick Bites
The Grand Taj,Quick Bites
Faasos,Quick Bites
Juice Shop,Quick Bites
Mummy Dhaba,Quick Bites
Ram Prasad Veg,Quick Bites
North Indian Hotel,Quick Bites
Hotel Ramprasad,Quick Bites
Gundappa Donne Biryani,Quick Bites
Container Coffee,Quick Bites
Royal Restaurant,Quick Bites
Shree Sadguru Refreshment,Quick Bites
Khan Saheb Grills and Rolls,Quick Bites
Chilli Chicken,Quick Bites
Roll Er Dokaan,Quick Bites
Chaitanya Veg,Quick Bites
Baskin Robbins,Dessert Parlor
Ambur Hot Dum Biryani,Quick Bites
DilliBite,Quick Bites
Maaheshwari Chaat Wala,Quick Bites
Sri Rama Coffee Shop,Quick Bites
New Star Hotel,Quick Bites
Radhika Veg Delite,Quick Bites
Pappu BC,Quick Bites
DeCafe,Quick Bites
Svi Food And Juice,Quick Bites
Apsara Hotel,Quick Bites
Home Treat,Quick Bites
Sri Rama,Quick Bites
Kabab Mela,Quick Bites
Lemon Rice,Quick Bites
Indy's Comfort Food,Quick Bites
Sri Krishna Upahar,Quick Bites
Hotel Dinesh,Quick Bites
Vishwamitra Veg Restaurant,Quick Bites
Shadow Kolkata Katti Rolls & Momos,Quick Bites
Armani Kabab Centre,Quick Bites
Royal Tea House,Quick Bites
Shalimar Chaska,Quick Bites
Sri Krishna The Dhaba,Quick Bites
Lakshmi Hotel,Quick Bites
Madurai Hotel,Quick Bites
Crunch Pizzas,Quick Bites
Safa Hotel,Quick Bites
Hotel New Sagar,Quick Bites
Crazy Pizza,Food Court
Crazy Pizza,Quick Bites
Banashankri Donne Biriyani,Quick Bites
Tibbs Frankie,Quick Bites
K V Canteen,Quick Bites
Cool Joint,Quick Bites
Rolls On Wheels,Quick Bites
Delhi Bhavan,Quick Bites
Sangam Kabab Corner,Quick Bites
Hotel Kanchan's Fish & Chicken,Quick Bites
Kavya Sagar,Quick Bites
Mr. Anbu'g Ambur Biryani,Quick Bites
Food Of Punjab,Quick Bites
Hatti Punjab Di,Quick Bites
Gowdara Naati Mane,Quick Bites
Kanis Kitchen,Quick Bites
New Select Hotel,Quick Bites
Hotel Ashoka,Quick Bites
Dine In,Quick Bites
Sagar Chats,Quick Bites
Bhaiya Ji Food Court,Quick Bites
Bangalore Bytes,Quick Bites
The London Shakes,Quick Bites
Rescafe,Quick Bites
Hotel Vinitha,Quick Bites
Sultan Shah's Restaurant,Quick Bites
Sattuani,Quick Bites
Shiv Sager,Food Court
Best Biryani,Quick Bites
Chinese Corner,Quick Bites
Caffe Maven,Quick Bites
Desi Streat,Food Court
Sweet Chariot Cafe,Dessert Parlor
MDP Coffee House,Quick Bites
Shawarma Inc,Food Court
Bharathi Dosa Camp,Quick Bites
Galaxy 2 Restaurant,Quick Bites
Hammered,Pub
Hammered,Cafe
The Bangalore Cafe,Casual Dining
Samarkand,Casual Dining
1Q1,Casual Dining
1Q1,Bar
Eden Park,Casual Dining
The Culinarium,Cafe
The Culinarium,Dessert Parlor
Dolci Desserts,Cafe
Dolci Desserts,Dessert Parlor
Suryawanshi,Casual Dining
Skylit - Citrus Hotels,Lounge
Banjara Melting Pot,Casual Dining
Shezan,Casual Dining
Infinitea Tea Room & Tea Store,Casual Dining
Infinitea Tea Room & Tea Store,Cafe
Red Onion,Casual Dining
Siddique Kabab Centre,Casual Dining
Raidan Restaurant,Casual Dining
Peace Restaurant,Casual Dining
Peppa Zzing,Cafe
Cafe Imroze,Cafe
Cafe Imroze,Casual Dining
Thom's Bakery,Bakery
Thom's Bakery,Quick Bites
Zaks Mediterranean Cuisine,Casual Dining
Gokul Kuteera,Casual Dining
Sendhoor Coffee,Quick Bites
Ta'aam,Casual Dining
The Oriental Spice - Ashraya Hotel,Casual Dining
Shyvan Restaurant,Casual Dining
Kanteen 038,Quick Bites
Mint Masala,Casual Dining
Kim Lee Restaurant,Casual Dining
Kareem's,Quick Bites
Nisarga Garden,Quick Bites
Maratha Darshan,Quick Bites
Give Me 5 Cafe,Cafe
Meaza Ginger Multi Cuisine Restaurant,Quick Bites
Masala Central,Quick Bites
Lickity Garden,Casual Dining
Donne Biriyani House,Quick Bites
Barista,Cafe
Wazir's,Casual Dining
Pathaan Sir,Quick Bites
The Chennai Express,Quick Bites
Taipan,Casual Dining
Fish Factory-Citrus Hotel,Fine Dining
Sanman Veg,Quick Bites
Pathy's Kitchen,Quick Bites
Indira Darshini,Quick Bites
24 Carats - The Capitol,Casual Dining
Aroma Of Asia,Quick Bites
Cafe Monarch Luxur,Casual Dining
Ammi's Biryani,Quick Bites
Shahi Kabab,Quick Bites
Oregano Pizzeria,Quick Bites
BISO - Citrus Hotels,Casual Dining
Just Bake,Bakery
Just Bake,Quick Bites
Samrudh Veg,Quick Bites
Shanthi Sagar Deluxe,Casual Dining
M.M.A Kababs Rolls & Biryani Center,Quick Bites
Hushy's Kitchen,Quick Bites
MACHALI,Casual Dining
Aathithya,Casual Dining
Popat,Quick Bites
Srinidhi Sagar Food Line,Quick Bites
Chaithanya Andhra Style Family Restaurant,Casual Dining
Unicorn Bar & Restaurant,Casual Dining
Unicorn Bar & Restaurant,Bar
R.K Caterers,Quick Bites
The Bong,Quick Bites
Mallige,Casual Dining
Loca Moca,Cafe
Vani Hindu Military Hotel,Quick Bites
Bettaiah Military Hotel,Quick Bites
Happie Hippies,Quick Bites
South Inn,Quick Bites
Kolkatta Famous Chat,Quick Bites
Metro Military Hotel,Quick Bites
Cloud Foods,Casual Dining
Spicy Gobi Magic,Quick Bites
Pooja Veg,Quick Bites
Chitu's Kitchen,Quick Bites
Al Sadique Restaurant,Quick Bites
Rahhams,Casual Dining
Queens Food Corner,Quick Bites
BR Military Hotel,Quick Bites
Sri Udupi Grand,Quick Bites
Bombay Food Express,Quick Bites
Sapthagiri's Naidu Eating Point,Quick Bites
Bismillah Ambur Biryani,Quick Bites
New Roll Centre,Quick Bites
Pizza Stop,Quick Bites
The French Loaf,Bakery
The French Loaf,Quick Bites
M9 - Citrus Hotels,Casual Dining
Double Decker,Bar
Double Decker,Casual Dining
Alchemy - The Chancery Pavilion,Microbrewery
Alchemy - The Chancery Pavilion,Casual Dining
NoLimmits Lounge and Club,Club
The 13th Floor,Lounge
SkyDeck By Sherlock's,Pub
SkyDeck By Sherlock's,Casual Dining
Bangalore Pub Exchange,Pub
Bangalore Pub Exchange,Casual Dining
Smaaash,Casual Dining
Smaaash,Pub
Ice - Taj MG Road Bengaluru,Club
i-Bar - The Park Bangalore,Lounge
WYT RestroPub,Pub
Aqua - The Park Bangalore,Lounge
Aqua - The Park Bangalore,Bar
Mighty Small,Casual Dining
Mighty Small,Bar
White Plate,Casual Dining
White Plate,Bar
Communiti,Microbrewery
Communiti,Casual Dining
Skyye,Lounge
Arbor Brewing Company,Pub
Arbor Brewing Company,Microbrewery
Kaz̩,Fine Dining
Shiro,Fine Dining
Shiro,Lounge
The Permit Room,Casual Dining
The Permit Room,Bar
ShakesBierre,Microbrewery
ShakesBierre,Casual Dining
Farzi Cafe,Casual Dining
Farzi Cafe,Microbrewery
Hard Rock Cafe,Casual Dining
Hard Rock Cafe,Bar
MISU,Casual Dining
MISU,Bar
Fava,Casual Dining
Fava,Bar
Soda Bottle Opener Wala,Casual Dining
Soda Bottle Opener Wala,Irani Cafee
The Bar Stock Exchange,Pub
The Bar Stock Exchange,Casual Dining
The Biere Club,Pub
The Biere Club,Microbrewery
Alchemy - The Chancery Pavilion,Microbrewery
Alchemy - The Chancery Pavilion,Casual Dining
Sanchez,Lounge
RockSalt,Bar
RockSalt,Casual Dining
Hoppipola,Lounge
Watson's,Pub
The Barn - Bar & Kitchen,Pub
Bang - The Ritz-Carlton,Lounge
Easy Tiger,Bar
Easy Tiger,Casual Dining
Capri Gastrobar,Bar
Capri Gastrobar,Casual Dining
The Open Box,Casual Dining
The Open Box,Bar
Russh Gastropub,Pub
20 Feet High,Casual Dining
20 Feet High,Bar
Copacabana Pub,Pub
Copacabana Pub,Casual Dining
Amber Rush Restobar,Pub
Laughing Llama Gastropub,Bar
Laughing Llama Gastropub,Casual Dining
Coconut Grove,Casual Dining
Coconut Grove,Bar
Bootlegger,Pub
Pecos Classic,Pub
Pecos Classic,Casual Dining
My Space - WelcomeHotel Bengaluru,Bar
Guzzlers Inn,Pub
Chin Lung Resto Bar,Bar
Le Rock,Bar
Fuel Resto Bar,Bar
Fusion Lounge,Lounge
Chugg,Pub
Scottish Pub,Bar
ThrowBack - Pub & Dine,Bar
ThrowBack - Pub & Dine,Casual Dining
Downtown,Pub
The Ritz-Carlton Bar - The Ritz-Carlton,Lounge
Sphyre - Gateway Hotel,Lounge
Slounge - Lemon Tree Premier,Lounge
Bar UNO - JW Marriott Bengaluru,Lounge
Liquid Lounge - Hyatt Centric MG Road,Lounge
Retro Lounge Bar,Bar
The Hub - Ibis Hotel,Bar
Flame Pub & Restaurant - Brigade Garden,Bar
Flame Pub & Restaurant - Brigade Garden,Casual Dining
Page 3 Multicuisine Restaurant & Bar,Bar
MM Bar & Restaurant,Bar
Manhattan,Bar
Luscious - St. Mark's Hotel,Lounge
The Charlton Bar,Bar
Hammered,Pub
Hammered,Cafe
1Q1,Casual Dining
1Q1,Bar
Plan B,Casual Dining
Plan B,Pub
Skylit - Citrus Hotels,Lounge
Double Decker,Bar
Double Decker,Casual Dining
Sotally Tober,Bar
Sotally Tober,Casual Dining
SkyDeck By Sherlock's,Pub
SkyDeck By Sherlock's,Casual Dining
Bangalore Pub Exchange,Pub
Bangalore Pub Exchange,Casual Dining
Smaaash,Casual Dining
Smaaash,Pub
Ging - Royal Orchid Central,Bar
Ging - Royal Orchid Central,Casual Dining
Fort Kochi,Casual Dining
Fort Kochi,Bar
WYT RestroPub,Pub
Aqua - The Park Bangalore,Lounge
Aqua - The Park Bangalore,Bar
Mighty Small,Casual Dining
Mighty Small,Bar
White Plate,Casual Dining
White Plate,Bar
Arbor Brewing Company,Pub
Arbor Brewing Company,Microbrewery
The Permit Room,Casual Dining
The Permit Room,Bar
Hard Rock Cafe,Casual Dining
Hard Rock Cafe,Bar
MISU,Casual Dining
MISU,Bar
Fava,Casual Dining
Fava,Bar
Oh! Calcutta,Casual Dining
Oh! Calcutta,Bar
The Bar Stock Exchange,Pub
The Bar Stock Exchange,Casual Dining
Sunny's,Casual Dining
Sunny's,Bar
The Biere Club,Pub
The Biere Club,Microbrewery
RockSalt,Bar
RockSalt,Casual Dining
Mainland China,Casual Dining
Mainland China,Bar
Tree Tops Bar & Kitchen,Casual Dining
Tree Tops Bar & Kitchen,Bar
The Barn - Bar & Kitchen,Pub
Watson's,Pub
The Spice Bazaar,Casual Dining
The Spice Bazaar,Bar
Easy Tiger,Bar
Easy Tiger,Casual Dining
Capri Gastrobar,Bar
Capri Gastrobar,Casual Dining
The Open Box,Casual Dining
The Open Box,Bar
Russh Gastropub,Pub
The Rice Bowl,Casual Dining
The Rice Bowl,Bar
Carnival de Goa,Casual Dining
Carnival de Goa,Bar
20 Feet High,Casual Dining
20 Feet High,Bar
Copacabana Pub,Pub
Copacabana Pub,Casual Dining
Amber Rush Restobar,Pub
Laughing Llama Gastropub,Bar
Laughing Llama Gastropub,Casual Dining
Coconut Grove,Casual Dining
Coconut Grove,Bar
Plan B,Casual Dining
Plan B,Pub
Riwaz - The Ritz-Carlton,Fine Dining
Riwaz - The Ritz-Carlton,Bar
Bootlegger,Pub
Pecos Classic,Pub
Pecos Classic,Casual Dining
The Grill House,Casual Dining
The Grill House,Bar
My Space - WelcomeHotel Bengaluru,Bar
Guzzlers Inn,Pub
Chin Lung Resto Bar,Bar
Puran da Dhaba - The Pride Hotel,Casual Dining
Puran da Dhaba - The Pride Hotel,Bar
Le Rock,Bar
Fuel Resto Bar,Bar
The Lantern Restaurant & Bar - The Ritz-Carlton...,Fine Dining
The Lantern Restaurant & Bar - The Ritz-Carlton...,Bar
Tiger Trail - Ramada Hotel,Casual Dining
Tiger Trail - Ramada Hotel,Bar
Matsuri - The Chancery Hotel,Casual Dining
Matsuri - The Chancery Hotel,Bar
EatWater,Casual Dining
EatWater,Bar
Chugg,Pub
Scottish Pub,Bar
ThrowBack - Pub & Dine,Bar
ThrowBack - Pub & Dine,Casual Dining
South Parade - The Chancery Hotel,Casual Dining
South Parade - The Chancery Hotel,Bar
Downtown,Pub
Atomic Lab,Casual Dining
Atomic Lab,Bar
Retro Lounge Bar,Bar
Desi Deck,Casual Dining
Desi Deck,Bar
The Hub - Ibis Hotel,Bar
Flame Pub & Restaurant - Brigade Garden,Bar
Flame Pub & Restaurant - Brigade Garden,Casual Dining
Page 3 Multicuisine Restaurant & Bar,Bar
MM Bar & Restaurant,Bar
Manhattan,Bar
Nandhini Paradise,Casual Dining
Nandhini Paradise,Bar
The Charlton Bar,Bar
Amnesia - The Poolside Bar,Casual Dining
Amnesia - The Poolside Bar,Bar
Hammered,Pub
Hammered,Cafe
1Q1,Casual Dining
1Q1,Bar
Chapter One Bar | Maiin,Bar
Chapter One Bar | Maiin,Casual Dining
Hunan,Casual Dining
My Place - Gokulam Grand Hotel & Spa,Casual Dining
My Place - Gokulam Grand Hotel & Spa,Lounge
Satrangi,Casual Dining
Truffles,Cafe
Truffles,Casual Dining
Hammered,Pub
Hammered,Cafe
Grubbery,Cafe
Smally's Resto Cafe,Cafe
Burp,Cafe
Cafe Mandala,Cafe
Onesta,Casual Dining
Onesta,Cafe
Plated,Cafe
Andy's Caf̩,Cafe
Peppermill Bistro,Casual Dining
Peppermill Bistro,Cafe
Prana,Cafe
Kargeens,Cafe
Ember The Calabash,Cafe
THE BEL ST.,Cafe
THE BEL ST.,Casual Dining
Puff Cafe,Cafe
Cafe Coffee Day,Cafe
Namakh Store And Cafe,Cafe
Nomadic Tandoor,Cafe
Chaiywaala Da Dhaba,Cafe
Cafe Poetry,Cafe
The Banana Kick,Cafe
Swiss Bakery Cafe - Gokulam Grand Hotel & Spa,Cafe
Swiss Bakery Cafe - Gokulam Grand Hotel & Spa,Bakery
Brewbakes,Cafe
Cafe Centralis,Cafe
Leon Grill,Quick Bites
Behrouz Biryani,Delivery
Smally's Resto Cafe,Cafe
Bon Appetit Resto,Delivery
Keventers,Beverage Shop
Keventers,Dessert Parlor
Deccan House,Quick Bites
Flavors of North,Quick Bites
Tasty Box,Quick Bites
Rayalaseema Ruchulu,Casual Dining
New Oottupura Restaurant,Quick Bites
Pot Biryani,Quick Bites
New Agarwal Bhavan,Quick Bites
New Agarwal Bhavan,Sweet Shop
Paradise,Casual Dining
The Good Bowl,Takeaway
The Good Bowl,Delivery
Burger King,Quick Bites
Delhi Mess,Quick Bites
Sumadhura Foods,Quick Bites
Auntie Fung's,Casual Dining
Mughlai Azam,Casual Dining
Cafe Nosh,Cafe
Donne Biriyani Angadi Mane,Quick Bites
Onesta,Casual Dining
Onesta,Cafe
New Golden Emperor,Quick Bites
Mumbai Xpress,Quick Bites
Udupi South Saviruchi,Quick Bites
Natural Veg,Quick Bites
Beijing Bites,Casual Dining
Biriyani Nights,Takeaway
Biriyani Nights,Delivery
Hunan King's,Casual Dining
Chickpete Donne Biryani,Quick Bites
Food Lounge,Quick Bites
Chaat Street,Quick Bites
Zam Zam Kabab House,Quick Bites
Wok Chow,Quick Bites
Samskruthi Grand,Quick Bites
Tasty Box,Quick Bites
Hotel Gowda's,Quick Bites
Casino Hotel,Casual Dining
D-Zaprino,Takeaway
D-Zaprino,Delivery
Just Shawarma,Quick Bites
Akshaya Deluxe,Casual Dining
Lassi Shop,Beverage Shop
Lassi Shop,Quick Bites
Thalassery Restaurant,Casual Dining
New Punjabi Pure Veg Restaurant,Quick Bites
Chinese Corner and Bengali Mess,Mess
Biriyani Fest,Delivery
Eat & Drink,Quick Bites
Eat & Drink,Beverage Shop
PRS Indian Food Restaurant,Quick Bites
Sagar Kabab Corner,Quick Bites
Grubbery,Cafe
Wow Momo,Quick Bites
Pizza Hut,Casual Dining
KFC,Quick Bites
New Punjabi Pure Veg Restaurant,Quick Bites
Biriyani Hub,Delivery
The Egg Factory,Casual Dining
The Momo Farm,Quick Bites
