name,cuisines
China Bowl,Chinese
Over The Top Terrace Lounge,Continental
Over The Top Terrace Lounge,North Indian
Naati Manae,North Indian
Naati Manae,South Indian
Naati Manae,Chinese
Naati Manae,Biryani
Saara's Cafe - SS Lumina Hotel,North Indian
Saara's Cafe - SS Lumina Hotel,South Indian
Saara's Cafe - SS Lumina Hotel,Chinese
Saara's Cafe - SS Lumina Hotel,Arabian
12th Main - Grand Mercure,European
12th Main - Grand Mercure,Asian
Saara's Grill n Spice - SS Lumina Hotel,North Indian
Saara's Grill n Spice - SS Lumina Hotel,Arabian
Saara's Grill n Spice - SS Lumina Hotel,Beverages
Embers - Nandhana Grand Hotel,North Indian
Embers - Nandhana Grand Hotel,South Indian
Embers - Nandhana Grand Hotel,Thai
Embers - Nandhana Grand Hotel,Chinese
Embers - Nandhana Grand Hotel,Continental
Urban Spoon Buffet Restaurant,North Indian
Urban Spoon Buffet Restaurant,Chinese
Punjabi by Nature 2.0,North Indian
Ministry of Food - Hilton Bangalore Embassy GolfLinks,North Indian
Ministry of Food - Hilton Bangalore Embassy GolfLinks,Asian
Ministry of Food - Hilton Bangalore Embassy GolfLinks,South Indian
Ministry of Food - Hilton Bangalore Embassy GolfLinks,Italian
Ministry of Food - Hilton Bangalore Embassy GolfLinks,European
Kitchen On Table,BBQ
Kitchen On Table,Chinese
Kitchen On Table,Japanese
Kitchen On Table,Asian
Bonum cibum,Lebanese
Bonum cibum,Turkish
Sidewalk Cafe & Bar - The Paul Bangalore,European
Sidewalk Cafe & Bar - The Paul Bangalore,Italian
Sidewalk Cafe & Bar - The Paul Bangalore,Asian
Savoury Restaurant,Arabian
Savoury Restaurant,North Indian
Savoury Restaurant,Chinese
Savoury Restaurant,Fast Food
Shri Madhuram,South Indian
Shri Madhuram,North Indian
Howrah Bridge,Bengali
Howrah Bridge,Seafood
Atithi,North Indian
Atithi,Chinese
Atithi,Street Food
Avanti Indian Barbeque & Grill,North Indian
Mr. Beans - Home Cafe,Cafe
Mr. Beans - Home Cafe,Continental
Mr. Beans - Home Cafe,Italian
Enerjuvate Studio & Cafe,Cafe
Enerjuvate Studio & Cafe,Continental
Enerjuvate Studio & Cafe,Healthy Food
Enerjuvate Studio & Cafe,Sandwich
Enerjuvate Studio & Cafe,Pizza
Enerjuvate Studio & Cafe,Desserts
Enerjuvate Studio & Cafe,Beverages
The Hole in the Wall Cafe,Cafe
The Hole in the Wall Cafe,American
The Hole in the Wall Cafe,Burger
Onesta,Pizza
Onesta,Cafe
Onesta,Italian
Third Wave Coffee Roasters,Cafe
Third Wave Coffee Roasters,Continental
Third Wave Coffee Roasters,Desserts
Dialogues,Cafe
Dialogues,Continental
Stoked!,Cafe
Stoked!,Italian
Stoked!,Pizza
Attic Lounge,Cafe
Qube Cafe,Cafe
Qube Cafe,Desserts
Terra Bites,Cafe
Terra Bites,Italian
Terra Bites,Continental
Smise,Cafe
Smise,Continental
Smise,Italian
Smise,Burger
Smise,Pizza
Cafe Coffee Day The Lounge,Cafe
Cafe Coffee Day The Lounge,Fast Food
Costa Coffee,Cafe
Costa Coffee,Fast Food
Hungry Travellers Cafe,Cafe
Barista,Cafe
G Resto Cafe,Cafe
G Resto Cafe,Fast Food
G Resto Cafe,Beverages
Café S,Cafe
Café S,American
Café S,European
Oregano Pizzeria,Cafe
Oregano Pizzeria,Italian
Oregano Pizzeria,Pizza
Truffles,Cafe
Truffles,American
Truffles,Burger
Truffles,Steak
Dyu Art Cafe,Cafe
Dyu Art Cafe,Italian
Dyu Art Cafe,Fast Food
Om Made Cafe,Cafe
Om Made Cafe,Continental
Om Made Cafe,European
Om Made Cafe,Juices
Zee5 Loft,Cafe
Zee5 Loft,North Indian
Zee5 Loft,Pizza
Zee5 Loft,Sandwich
Zee5 Loft,Salad
Blue Tokai Coffee Roasters,Cafe
Blue Tokai Coffee Roasters,Coffee
Sixth Avenue Cafe And Patisserie,Cafe
Sixth Avenue Cafe And Patisserie,Italian
Sixth Avenue Cafe And Patisserie,Desserts
A Hole Lotta Love Cafe,Cafe
A Hole Lotta Love Cafe,American
A Hole Lotta Love Cafe,Burger
A Hole Lotta Love Cafe,Sandwich
A Hole Lotta Love Cafe,Beverages
Bistro Claytopia,Cafe
Bistro Claytopia,American
Bistro Claytopia,Italian
Bistro Claytopia,Burger
Dice N Dine,Continental
Dice N Dine,Cafe
Dice N Dine,Italian
Dice N Dine,Fast Food
Dice N Dine,Steak
Stoner,Ice Cream
Stoner,Cafe
Stoner,Pizza
Stoner,Burger
Stoner,Desserts
Stoner,Beverages
Cafe Thulp,Cafe
Cafe Thulp,Burger
Cafe Thulp,Italian
Cafe Thulp,Salad
Bearfoot Cafe,Cafe
YORK St.,Cafe
YORK St.,European
YORK St.,Continental
Roundup Cafe,Cafe
Roundup Cafe,Continental
Roundup Cafe,Beverages
Hungry Hippie,Cafe
Hungry Hippie,Continental
Hungry Hippie,Italian
Hungry Hippie,Burger
Market Table,Cafe
Market Table,Continental
Market Table,Mediterranean
Market Table,Beverages
Mimansa @ Foxtrot,Cafe
Nuts Over Salads Cafe,Cafe
Nuts Over Salads Cafe,Salad
Bundar,Cafe
Bundar,Burger
Bundar,Fast Food
Bundar,Desserts
Lot Like Crepes,Cafe
Lot Like Crepes,Desserts
Lot Like Crepes,Continental
Starbucks,Cafe
Starbucks,Desserts
Cafe D'hide,Cafe
Cafe D'hide,American
Cafe D'hide,Continental
Cafe D'hide,Italian
Gudguda Prime Cafe,Cafe
Gudguda Prime Cafe,Continental
Gudguda Prime Cafe,Chinese
Gudguda Prime Cafe,Italian
Krazy Factory,Cafe
Krazy Factory,Continental
Krazy Factory,Chinese
Cafe Terra,Cafe
Cafe Terra,Continental
Cafe Medley,Cafe
Cafe Medley,Continental
Cafe Medley,Burger
99 Pancakes,Desserts
99 Pancakes,Cafe
Waffle Magic,Cafe
Waffle Magic,Desserts
154 Breakfast Club,Cafe
154 Breakfast Club,Continental
The Vacationer's Cafe,Cafe
The Vacationer's Cafe,Continental
The Vacationer's Cafe,Mexican
Bistro Oui,Cafe
Bistro Oui,Continental
Bistro Oui,Salad
Bistro Oui,Steak
Cafe Graffiters,Cafe
Cafe Graffiters,Continental
Cafe Graffiters,Beverages
The Yellow Tuk-Tuk Cafe,Cafe
The Yellow Tuk-Tuk Cafe,Continental
The Yellow Tuk-Tuk Cafe,Beverages
Kargeens,Cafe
Kargeens,Continental
Kargeens,Italian
Smally's Resto Cafe,Cafe
Smally's Resto Cafe,Italian
Smally's Resto Cafe,Burger
Smally's Resto Cafe,American
Smally's Resto Cafe,Steak
Mustard Cafe,Cafe
Mustard Cafe,Continental
Mustard Cafe,Burger
Mustard Cafe,Salad
Mustard Cafe,Healthy Food
Mustard Cafe,Italian
White Fog,Cafe
White Fog,Italian
White Fog,Fast Food
Fabindia Cafe,Cafe
Fabindia Cafe,Street Food
Fresh Pressery Cafe,Cafe
Fresh Pressery Cafe,Healthy Food
Fresh Pressery Cafe,Salad
Fresh Pressery Cafe,Beverages
Fresh Pressery Cafe,Desserts
Smoor,Desserts
Smoor,Cafe
Smoor,Beverages
Tata Cha,Cafe
Tata Cha,Tea
Tata Cha,North Indian
Vitamin Palace,Cafe
Vitamin Palace,Beverages
Vitamin Palace,Healthy Food
Vitamin Palace,Juices
TRIGEREATO,Cafe
TRIGEREATO,Continental
TRIGEREATO,Beverages
The Yogisthaan Cafe,Cafe
The Yogisthaan Cafe,Healthy Food
The Yogisthaan Cafe,Salad
The Yogisthaan Cafe,Beverages
Maxpresso,Cafe
Maxpresso,American
Maxpresso,Italian
Maxpresso,Beverages
Chai Galli,Cafe
Chai Galli,Tea
Chai Galli,Street Food
Kalmane Koffees,Cafe
Lakeview Milkbar,Desserts
Lakeview Milkbar,Cafe
Lakeview Milkbar,Fast Food
Biggies Burger 'n' More,Cafe
Biggies Burger 'n' More,Burger
Biggies Burger 'n' More,Fast Food
Cafemoto,Cafe
Cafemoto,Continental
Cafemoto,Italian
Cafemoto,Burger
Breaktime Brew,Cafe
WTF,Cafe
WTF,Continental
The Chocolate Room,Cafe
The Chocolate Room,Desserts
The Chocolate Room,Bakery
Chill-Um Cafe,Cafe
Chill-Um Cafe,Chinese
Chill-Um Cafe,Continental
Entropy Cafe,Cafe
Entropy Cafe,Chinese
Entropy Cafe,Pizza
Entropy Cafe,North Indian
Entropy Cafe,Burger
Bun Town,Cafe
Bun Town,Bakery
Billionaires Cafe,Cafe
Billionaires Cafe,Italian
Dhuaan,Cafe
Dhuaan,Continental
Cafe On The Way,Cafe
Tattva Cafe,Cafe
Loca Moca,Cafe
Loca Moca,Continental
Fetchpod Cafe,Cafe
Fetchpod Cafe,North Indian
Fetchpod Cafe,Chinese
Fetchpod Cafe,Continental
Om's Cafe Prana,Cafe
Om's Cafe Prana,Fast Food
M World Cafe,Cafe
Chaai Resto,Tea
Chaai Resto,Beverages
Chaai Resto,Fast Food
Tella Tales,Cafe
Tella Tales,Desserts
Tella Tales,Beverages
On The Nose,Cafe
On The Nose,Italian
On The Nose,Mexican
On The Nose,Chinese
Dreams Cafe - All Day English Food St.,Cafe
Dreams Cafe - All Day English Food St.,Continental
Dreams Cafe - All Day English Food St.,Burger
Dipd N Chocolate,Cafe
Dipd N Chocolate,Desserts
Loveshack,Continental
Loveshack,Pizza
Loveshack,North Indian
Loveshack,Goan
Loveshack,Burger
Loveshack,Cafe
Here & Now,Cafe
Here & Now,American
Here & Now,Burger
Here & Now,Beverages
Mudpipe Cafe,Cafe
Mudpipe Cafe,Continental
Mudpipe Cafe,Burger
Sector 7 Café,Cafe
Sector 7 Café,Continental
Sector 7 Café,Pizza
Sector 7 Café,Salad
Blk Plus Wht,Asian
Blk Plus Wht,Thai
Blk Plus Wht,North Indian
Canopy Flavours,Cafe
Canopy Flavours,Fast Food
Burger Garden,Fast Food
Burger Garden,Burger
Burger Garden,Desserts
Burger Garden,Cafe
Bakers Town,Cafe
Bakers Town,Continental
Bakers Town,Fast Food
5th Main Cafe,Cafe
5th Main Cafe,Fast Food
Foodiesthan,Cafe
Foodiesthan,Fast Food
Foodiesthan,North Indian
De Street Cafe,Cafe
Cafe Hush,Cafe
Cafe Hush,Fast Food
Shake Tat Bottle,Beverages
Granos De Cafe,Cafe
Granos De Cafe,Beverages
Origin Espresso Bar,Cafe
Cafe 221B,Cafe
Cafe 221B,Beverages
eat.fit,Healthy Food
eat.fit,North Indian
eat.fit,Biryani
eat.fit,Continental
eat.fit,Sandwich
eat.fit,Desserts
Swadista Aahar,South Indian
Swadista Aahar,North Indian
Swadista Aahar,Chinese
Swadista Aahar,Street Food
Fish Chain,Seafood
Fish Chain,BBQ
Fish Chain,Biryani
Sai Abhiruchi,Andhra
Sai Abhiruchi,North Indian
Sai Abhiruchi,Biryani
FreshMenu,Healthy Food
FreshMenu,Chinese
FreshMenu,Biryani
FreshMenu,North Indian
FreshMenu,Continental
FreshMenu,Salad
FreshMenu,American
FreshMenu,Burger
The Paratha Company,North Indian
Fattoush,Arabian
Fattoush,Mughlai
Fattoush,Biryani
Fattoush,North Indian
Fattoush,Chinese
Fattoush,Seafood
New Tasty Cafeteria,North Indian
New Tasty Cafeteria,Kerala
Capsicum Family Restaurant,Biryani
Capsicum Family Restaurant,North Indian
Shiv Shakthi,Street Food
Shiv Shakthi,North Indian
La Pino'z Pizza,Italian
La Pino'z Pizza,Pizza
La Pino'z Pizza,Beverages
Shanmukha,Biryani
Shanmukha,Andhra
Shanmukha,North Indian
Shanmukha,Chinese
Sri Ganesh Juice Junction,Juices
Sri Ganesh Juice Junction,Fast Food
Gogula's Sweets & Chats,Mithai
Gogula's Sweets & Chats,Street Food
Gogula's Sweets & Chats,Fast Food
Chettayees,Kerala
Chettayees,North Indian
Chettayees,Chinese
Sardarji Londonwaley,North Indian
Leon Grill,Burger
Leon Grill,Fast Food
Easy Bites,Fast Food
Easy Bites,Sandwich
Khatta Meetha Teekha,Street Food
Khatta Meetha Teekha,North Indian
Khatta Meetha Teekha,Mithai
Khatta Meetha Teekha,Chinese
Khatta Meetha Teekha,Beverages
Chaat Street,Street Food
Chaat Street,North Indian
XO Belgian Waffle,Desserts
XO Belgian Waffle,Beverages
Truly Punjab,North Indian
Truly Punjab,Biryani
BOX8- Desi Meals,North Indian
BOX8- Desi Meals,Mughlai
BOX8- Desi Meals,Fast Food
Kannur Food Point,Kerala
Kannur Food Point,Chinese
Burger King,Burger
Burger King,Fast Food
Burger King,Beverages
Kullad Cafe,North Indian
Kullad Cafe,Cafe
Kullad Cafe,Fast Food
Kullad Cafe,Beverages
CakeZone,Bakery
CakeZone,Desserts
Abhiruchi Hotel,Andhra
Abhiruchi Hotel,Biryani
Abhiruchi Hotel,Chinese
Abhiruchi Hotel,North Indian
Abhiruchi Hotel,Seafood
Abhiruchi Hotel,South Indian
Cake Box,Bakery
Cake Box,Desserts
Delhi Food Point,North Indian
Delhi Food Point,Beverages
Sri Ganesh Juice Junction,Beverages
Sri Ganesh Juice Junction,Juices
Sri Ganesh Juice Junction,Fast Food
Momoz,Chinese
Momoz,Momos
Al-Bek,Biryani
Al-Bek,North Indian
Al-Bek,Charcoal Chicken
Al-Bek,Chinese
Al-Bek,Seafood
Al-Bek,Rolls
Aligarh House,North Indian
Aligarh House,Biryani
Aligarh House,Awadhi
Aligarh House,Mughlai
Hotel Manu,South Indian
Hotel Manu,Kerala
Hotel Manu,Chinese
Hotel Manu,North Indian
Biryanis And More,Biryani
Biryanis And More,North Indian
Biryanis And More,Chinese
Biryanis And More,Andhra
Biryanis And More,South Indian
Just Shawarma,Arabian
Kota Kachori,Street Food
Kota Kachori,Desserts
Kota Kachori,North Indian
Kota Kachori,Mithai
Kota Kachori,Rajasthani
Sagar Fast Food,South Indian
Sagar Fast Food,North Indian
Sagar Fast Food,Street Food
Sagar Fast Food,Chinese
Kitchens@BTM,Biryani
Kitchens@BTM,Kerala
Kitchens@BTM,Mughlai
Kitchens@BTM,Street Food
Kitchens@BTM,North Indian
Kitchens@BTM,Chinese
Kitchens@BTM,South Indian
Kitchens@BTM,Andhra
MRA,Bakery
Hatti Punjab Di,North Indian
Hatti Punjab Di,Chinese
Kerala Pavilion,Kerala
Kerala Pavilion,South Indian
Kerala Pavilion,Seafood
Kerala Pavilion,Biryani
Wok Paper Scissors,Asian
Wok Paper Scissors,Malaysian
Wok Paper Scissors,Chinese
Wok Paper Scissors,Thai
Wok Paper Scissors,Momos
Corner House Ice Cream,Ice Cream
Corner House Ice Cream,Desserts
Roti Wala,North Indian
Taco Bell,Mexican
Taco Bell,American
Taco Bell,Fast Food
Empire Restaurant,Kerala
Empire Restaurant,Seafood
Empire Restaurant,South Indian
Empire Restaurant,Chinese
Empire Restaurant,North Indian
Empire Restaurant,Charcoal Chicken
Empire Restaurant,Beverages
Golden Restaurant,North Indian
Golden Restaurant,Mughlai
Ambur Biryani Point,Biryani
Ambur Biryani Point,Kebab
Apna Punjab,North Indian
Apna Punjab,Chinese
Apna Punjab,Fast Food
Onesta,Pizza
Onesta,Cafe
Onesta,Italian
Five Star Chicken,Fast Food
Five Star Chicken,Burger
30 Square,Tibetan
30 Square,Nepalese
30 Square,Momos
Biryani Pot,Biryani
Poha House,Maharashtrian
A2B - Adyar Ananda Bhavan,South Indian
A2B - Adyar Ananda Bhavan,North Indian
A2B - Adyar Ananda Bhavan,Chinese
A2B - Adyar Ananda Bhavan,Street Food
Subway,Salad
Subway,Fast Food
Muthashy's,Kerala
Muthashy's,South Indian
Muthashy's,Chinese
Kolkata Rolls & Fast Food,Rolls
Kolkata Rolls & Fast Food,Fast Food
The Good Bowl,Italian
The Good Bowl,North Indian
The Good Bowl,Biryani
Vegetarea,South Indian
Namma Biriyani,Biryani
Namma Biriyani,Chinese
Namma Biriyani,North Indian
Priya Juice & Snacks,Beverages
Priya Juice & Snacks,Juices
Dum Biryani Hub,Biryani
Madeena Hotel,North Indian
Madeena Hotel,Mughlai
Madeena Hotel,Biryani
Ilyazsab The House Of Chicken,Rolls
Ilyazsab The House Of Chicken,Kebab
Swad Punjab Da,North Indian
Pizza Hut,Pizza
Pizza Hut,Fast Food
New Punjabi Dhaba,North Indian
New Punjabi Dhaba,Chinese
Chai Point,Tea
Chai Point,Beverages
Chai Point,Fast Food
KFC,Burger
KFC,Fast Food
Punjabi Dhaba,North Indian
Shree Muthahalli Veg,South Indian
Shree Muthahalli Veg,North Indian
Shree Muthahalli Veg,Chinese
Shree Muthahalli Veg,Juices
Shree Muthahalli Veg,Ice Cream
Anand Sweets And Savouries,Mithai
Anand Sweets And Savouries,Street Food
Beijing Bites,Chinese
Beijing Bites,Thai
Beijing Bites,Momos
Maa Bhook Lagi,North Indian
Juice Shop,Juices
Juice Shop,Beverages
Juice Shop,Ice Cream
Gangothri Veg Restaurant,North Indian
Gangothri Veg Restaurant,South Indian
Gangothri Veg Restaurant,Chinese
Vegan Heat,Healthy Food
Vegan Heat,Salad
Bihar Ki Shan,North Indian
Chicken Corner,Biryani
Chicken Corner,North Indian
Chicken Corner,Fast Food
Chicken Corner,Chinese
Shaadi Ki Biryani,Biryani
Shaadi Ki Biryani,Charcoal Chicken
Savoury Restaurant,Arabian
Savoury Restaurant,North Indian
Savoury Restaurant,Chinese
Savoury Restaurant,Fast Food
Royal Biryani Kitchen,Biryani
Royal Biryani Kitchen,North Indian
Royal Biryani Kitchen,Kebab
Sangam Sweets,Mithai
Sangam Sweets,Street Food
Al Daaz,North Indian
Al Daaz,Continental
Al Daaz,BBQ
Swathi Restaurant,Andhra
Swathi Restaurant,North Indian
Swathi Restaurant,Chinese
99 Variety Dosa and Pav Bhaji,South Indian
99 Variety Dosa and Pav Bhaji,North Indian
99 Variety Dosa and Pav Bhaji,Street Food
Kaaram,Andhra
Kaaram,Biryani
Warm Oven,Bakery
Warm Oven,Desserts
Sulemani Chichas,Biryani
Sulemani Chichas,Hyderabadi
Sulemani Chichas,Kebab
DVG Benne Dosa,South Indian
A 1 Pizza and Food,Pizza
A 1 Pizza and Food,Chinese
A 1 Pizza and Food,North Indian
Punjabites,North Indian
Punjabites,Charcoal Chicken
Mad Over Donuts,Bakery
Mad Over Donuts,Desserts
Mad Over Donuts,Beverages
Behrouz Biryani,Biryani
OMG Biriyani,Biryani
OMG Biriyani,Andhra
OMG Biriyani,Chinese
The Biriyani Pedia,Biryani
The Biriyani Pedia,North Indian
Sri Punjabi Dhaba,North Indian
Nandhanam Restaurant,South Indian
Nandhanam Restaurant,Kerala
New Mahesh Friends Food Corner,North Indian
New Mahesh Friends Food Corner,Chinese
Hotel Salam,North Indian
Hotel Salam,Chinese
Hotel Salam,Biryani
Polar Bear,Ice Cream
Polar Bear,Desserts
Polar Bear,Beverages
Polar Bear,Sandwich
Kanti Sweets,Mithai
Kanti Sweets,Street Food
South Tiffins,South Indian
Hari Super Sandwich,Sandwich
Hari Super Sandwich,Fast Food
Dadi's Dum Biryani,Biryani
Dadi's Dum Biryani,North Indian
Dadi's Dum Biryani,Mughlai
Ghee Biryanis,Biryani
Ghee Biryanis,North Indian
Alankrutha,Andhra
Alankrutha,Biryani
Alankrutha,North Indian
Alankrutha,Chinese
Asha Tiffins,South Indian
Samosa Singh,Street Food
Samosa Singh,Fast Food
Samosa Singh,Rolls
Samosa Singh,Desserts
Ovenstory Pizza,Pizza
The Shawarma Shop,Arabian
The Belgian Waffle Co.,Desserts
The Belgian Waffle Co.,Beverages
Kabab Magic,North Indian
Kabab Magic,Kebab
Kabab Magic,Fast Food
Sri Vishnu Park,South Indian
Sri Vishnu Park,North Indian
Sri Vishnu Park,Chinese
Tandoori Paradise,North Indian
Tandoori Paradise,Chinese
Aasife & Brothers Biriyani Centre,Biryani
Aasife & Brothers Biriyani Centre,North Indian
Aasife & Brothers Biriyani Centre,South Indian
Aasife & Brothers Biriyani Centre,Chinese
McDonald's,Burger
McDonald's,Fast Food
Thalassery Restaurant,Kerala
Thalassery Restaurant,Biryani
Thalassery Restaurant,South Indian
Thalassery Restaurant,North Indian
Thalassery Restaurant,Chinese
Thalassery Restaurant,Seafood
Thalassery Restaurant,Juices
Night Biryani,Biryani
Night Biryani,North Indian
Chaatimes,Street Food
Chaatimes,Fast Food
Indian Chicken Biryani Point,Biryani
Indian Chicken Biryani Point,South Indian
Potful,Biryani
Potful,Kebab
Potful,Rolls
Potful,Mughlai
Village Donne Biryani,Biryani
Krishna Sagar,South Indian
Krishna Sagar,North Indian
Krishna Sagar,Chinese
Fresh Kitchen,North Indian
Fresh Kitchen,Chinese
Sri Udupi Park,South Indian
Sri Udupi Park,North Indian
Sri Udupi Park,Chinese
Sri Udupi Park,Beverages
Pathaan Sir,Rolls
Pathaan Sir,Chinese
Gurukrupa Paratha House,North Indian
Gurukrupa Paratha House,Chinese
Noodle Panda,Chinese
Noodle Panda,Indonesian
Noodle Panda,Japanese
Noodle Panda,Malaysian
Noodle Panda,Thai
Noodle Panda,Vietnamese
Noodle Panda,Momos
Sher-E-Punjab,North Indian
Sher-E-Punjab,Chinese
Odissi Restaurant,Oriya
Odissi Restaurant,Bengali
Delite Chaat House,Street Food
Delite Chaat House,Gujarati
Chaiwala,Fast Food
Savoury - Sea Shell Restaurant,Arabian
Savoury - Sea Shell Restaurant,North Indian
Savoury - Sea Shell Restaurant,Chinese
Savoury - Sea Shell Restaurant,Fast Food
C. K. Mega Hot Food,Chinese
C. K. Mega Hot Food,Momos
Grow Fit,Healthy Food
Grow Fit,North Indian
Grow Fit,Thai
Yum In My Tum,Chinese
Yum In My Tum,Continental
Yum In My Tum,Fast Food
Yum In My Tum,Healthy Food
ONE IN A MELON,Juices
ONE IN A MELON,Healthy Food
Tarbouche,Turkish
Tarbouche,Rolls
Stoned Monkey,Desserts
Stoned Monkey,Ice Cream
Szechuan Dragon,Chinese
Szechuan Dragon,Thai
Szechuan Dragon,Momos
The Burger Place,Burger
The Burger Place,Continental
The Burger Place,Fast Food
Sri Krishna Sagar,South Indian
Mustard Cafe,Cafe
Mustard Cafe,Continental
